bus_id,node_lat,node_lon,interconnect_id,zone_name,state_code,num_incident_lines,sum_line_capacity_MW,line_density_within_50km,dist_to_nearest_substation_km,dist_to_nearest_large_generator_km,dist_to_nearest_renewable_plant_km,total_capacity_within_100km_MW,renewable_capacity_within_100km_MW,renewable_share_within_100km,zero_carbon_share_within_100km,zone_peak_demand_MW,zone_mean_demand_MW,dc_load_to_zone_peak_ratio,dc_load_to_zone_mean_ratio,avg_retail_industrial_price_cents_per_kWh,avg_wholesale_price_region,price_volatility_metric,avg_grid_CO2_intensity_kg_per_MWh,marginal_CO2_intensity_kg_per_MWh,renewable_energy_share_in_zone,projected_clean_energy_growth_index,solar_irradiance_index,wind_resource_class,estimated_PV_capacity_factor,estimated_wind_capacity_factor
18,44.3398,-70.0998,Eastern,Maine,,1,0.0,,,170.59643650941678,14.277191823072078,2813.56,723.898999999999,0.25728934161702577,0.25728934161702577,,,,,,,,,,,,,,,
19,44.0989,-70.155,Eastern,Maine,,3,307.30999999999995,,,144.01627718600577,1.6088093041896403,2686.344000000001,632.3039999999996,0.23537715199542553,0.23537715199542553,,,,,,,,,,,,,,,
20,44.0989,-70.155,Eastern,Maine,,1,0.0,,,144.01627718600577,1.6088093041896403,2686.344000000001,632.3039999999996,0.23537715199542553,0.23537715199542553,,,,,,,,,,,,,,,
21,44.0775,-70.139,Eastern,Maine,,2,195.84,,,142.3066676271139,3.312198115419403,2673.3680000000013,619.3279999999995,0.23166582378482845,0.23166582378482845,,,,,,,,,,,,,,,
22,44.0775,-70.139,Eastern,Maine,,3,543.57,,,142.3066676271139,3.312198115419403,2673.3680000000013,619.3279999999995,0.23166582378482845,0.23166582378482845,,,,,,,,,,,,,,,
23,44.0775,-70.139,Eastern,Maine,,4,1524.45,,,142.3066676271139,3.312198115419403,2673.3680000000013,619.3279999999995,0.23166582378482845,0.23166582378482845,,,,,,,,,,,,,,,
24,44.1273,-70.0823,Eastern,Maine,,2,199.24,,,149.1844089504244,8.205130749079668,2732.887000000001,632.3039999999996,0.23136851249246654,0.23136851249246654,,,,,,,,,,,,,,,
25,44.1273,-70.0823,Eastern,Maine,,2,335.87,,,149.1844089504244,8.205130749079668,2732.887000000001,632.3039999999996,0.23136851249246654,0.23136851249246654,,,,,,,,,,,,,,,
26,44.1273,-70.0823,Eastern,Maine,,3,942.27,,,149.1844089504244,8.205130749079668,2732.887000000001,632.3039999999996,0.23136851249246654,0.23136851249246654,,,,,,,,,,,,,,,
27,44.1654,-70.2236,Eastern,Maine,,2,239.48,,,149.02168681474657,2.8383371367848684,2729.386000000001,628.803,0.23038258421491126,0.23038258421491126,,,,,,,,,,,,,,,
28,44.1654,-70.2236,Eastern,Maine,,3,527.42,,,149.02168681474657,2.8383371367848684,2729.386000000001,628.803,0.23038258421491126,0.23038258421491126,,,,,,,,,,,,,,,
29,44.1654,-70.2236,Eastern,Maine,,4,1532.84,,,149.02168681474657,2.8383371367848684,2729.386000000001,628.803,0.23038258421491126,0.23038258421491126,,,,,,,,,,,,,,,
30,43.95,-70.1035,Eastern,Maine,,2,376.01,,,130.60970081650493,5.417392112434718,2596.9660000000017,611.9119999999997,0.23562572632833825,0.23562572632833825,,,,,,,,,,,,,,,
31,44.025,-70.1141,Eastern,Maine,,4,474.0,,,137.76662873535483,5.955532473227043,2674.3680000000013,620.3279999999995,0.23195311939119792,0.23195311939119792,,,,,,,,,,,,,,,
32,44.025,-70.1141,Eastern,Maine,,1,0.0,,,137.76662873535483,5.955532473227043,2674.3680000000013,620.3279999999995,0.23195311939119792,0.23195311939119792,,,,,,,,,,,,,,,
33,44.0392,-70.1505,Eastern,Maine,,1,0.0,,,138.0285818219521,6.339611715848078,2674.3680000000013,620.3279999999995,0.23195311939119792,0.23195311939119792,,,,,,,,,,,,,,,
34,44.0392,-70.1505,Eastern,Maine,,4,500.78999999999996,,,138.0285818219521,6.339611715848078,2674.3680000000013,620.3279999999995,0.23195311939119792,0.23195311939119792,,,,,,,,,,,,,,,
35,43.9856,-70.1025,Eastern,Maine,,3,334.14,,,134.198260002782,3.664572920201868,2596.9660000000017,611.9119999999997,0.23562572632833825,0.23562572632833825,,,,,,,,,,,,,,,
36,43.9856,-70.1025,Eastern,Maine,,1,0.0,,,134.198260002782,3.664572920201868,2596.9660000000017,611.9119999999997,0.23562572632833825,0.23562572632833825,,,,,,,,,,,,,,,
37,44.0498,-70.0378,Eastern,Maine,,2,273.1,,,142.8859080369728,4.601527644037687,2590.0340000000015,604.9799999999996,0.23357994528257128,0.23357994528257128,,,,,,,,,,,,,,,
38,44.4496,-70.1311,Eastern,Maine,,2,266.64,,,181.32664357988665,4.361762220376226,2882.936,794.2749999999991,0.2755090643704886,0.2755090643704886,,,,,,,,,,,,,,,
39,44.4377,-70.2147,Eastern,Maine,,3,378.77,,,178.11704913275994,2.8169703883604025,2882.936,794.2749999999991,0.2755090643704886,0.2755090643704886,,,,,,,,,,,,,,,
40,44.4377,-70.2147,Eastern,Maine,,1,0.0,,,178.11704913275994,2.8169703883604025,2882.936,794.2749999999991,0.2755090643704886,0.2755090643704886,,,,,,,,,,,,,,,
41,44.0905,-70.4246,Eastern,Maine,,2,329.07,,,136.50894396710888,4.74409083807317,2784.019000000001,731.935,0.26290589252444024,0.26290589252444024,,,,,,,,,,,,,,,
42,44.143,-70.4718,Eastern,Maine,,2,343.27,,,141.3860266921524,9.844936676822499,2787.549000000001,731.6909999999996,0.2624854307493785,0.2624854307493785,,,,,,,,,,,,,,,
43,44.1425,-70.3839,Eastern,Maine,,2,353.33000000000004,,,142.9054003051631,5.203786348254697,2793.1170000000006,739.0769999999999,0.26460653098312736,0.26460653098312736,,,,,,,,,,,,,,,
44,44.0427,-70.3883,Eastern,Maine,,2,286.02,,,132.09018063774434,6.348591962190179,2676.898000000001,622.8580000000001,0.23267901877471603,0.23267901877471603,,,,,,,,,,,,,,,
45,44.009,-70.3499,Eastern,Maine,,2,405.64,,,129.35523877206995,9.924505250420227,2664.9180000000015,610.8780000000003,0.22922956728874957,0.22922956728874957,,,,,,,,,,,,,,,
46,44.1665,-70.1235,Eastern,Maine,,3,415.04,,,151.9275536702731,5.408766437633595,2732.887000000001,632.3039999999996,0.23136851249246654,0.23136851249246654,,,,,,,,,,,,,,,
47,44.1392,-69.9854,Eastern,Maine,,2,332.03999999999996,,,153.65127514680813,15.238479628967534,2589.594000000001,617.9559999999997,0.23863045712957298,0.23863045712957298,,,,,,,,,,,,,,,
48,44.2722,-70.2349,Eastern,Maine,,4,1325.23,,,160.0265927605198,13.30008242659935,2968.253,817.632999999999,0.27545933584502363,0.27545933584502363,,,,,,,,,,,,,,,
49,44.2722,-70.2349,Eastern,Maine,,3,492.07000000000005,,,160.0265927605198,13.30008242659935,2968.253,817.632999999999,0.27545933584502363,0.27545933584502363,,,,,,,,,,,,,,,
50,44.2722,-70.2349,Eastern,Maine,,1,0.0,,,160.0265927605198,13.30008242659935,2968.253,817.632999999999,0.27545933584502363,0.27545933584502363,,,,,,,,,,,,,,,
51,44.2792,-70.1724,Eastern,Maine,,2,314.93,,,162.31468020328228,13.660217065937307,2860.974,710.353999999999,0.24829096664282826,0.24829096664282826,,,,,,,,,,,,,,,
52,46.2679,-68.8943,Eastern,Maine,,3,325.99,,,404.6426883411106,52.217409598788,408.9710000000003,273.25300000000004,0.6681476192688476,0.6681476192688476,,,,,,,,,,,,,,,
53,46.2679,-68.8943,Eastern,Maine,,1,0.0,,,404.6426883411106,52.217409598788,408.9710000000003,273.25300000000004,0.6681476192688476,0.6681476192688476,,,,,,,,,,,,,,,
54,46.2901,-69.0327,Eastern,Maine,,3,312.27,,,402.94725267742473,60.07802059300957,382.9730000000001,273.25300000000004,0.7135046073744101,0.7135046073744101,,,,,,,,,,,,,,,
55,46.2901,-69.0327,Eastern,Maine,,1,0.0,,,402.94725267742473,60.07802059300957,382.9730000000001,273.25300000000004,0.7135046073744101,0.7135046073744101,,,,,,,,,,,,,,,
56,46.5134,-67.9299,Eastern,Maine,,2,290.66,,,462.38712494050634,10.017594557243314,276.16799999999995,205.473,0.7440145129051884,0.7440145129051884,,,,,,,,,,,,,,,
57,46.8782,-67.976,Eastern,Maine,,3,450.08000000000004,,,496.0775678902934,42.624396004334905,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
58,46.9917,-68.0172,Eastern,Maine,,4,1147.94,,,505.85115971901024,55.59452076188408,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
59,46.9917,-68.0172,Eastern,Maine,,2,311.84000000000003,,,505.85115971901024,55.59452076188408,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
60,46.9917,-68.0172,Eastern,Maine,,1,0.0,,,505.85115971901024,55.59452076188408,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
61,46.8955,-68.0743,Eastern,Maine,,2,297.08000000000004,,,494.3500549979524,44.722005830361795,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
62,45.6987,-67.9293,Eastern,Maine,,2,328.77,,,387.20570437933657,8.261550298370516,797.8539999999997,732.8309999999997,0.9185026333138644,0.9185026333138644,,,,,,,,,,,,,,,
63,45.5818,-67.8406,Eastern,Maine,,2,345.07,,,381.3220540732362,12.004737441402598,681.278,614.299,0.9016862426204867,0.9016862426204867,,,,,,,,,,,,,,,
64,47.0238,-68.7954,Eastern,Maine,,3,253.95999999999998,,,485.7097546049793,64.72412187979296,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
65,47.0238,-68.7954,Eastern,Maine,,1,0.0,,,485.7097546049793,64.72412187979296,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
66,46.9679,-68.6624,Eastern,Maine,,2,288.26,,,483.438744731618,54.25648772002086,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
67,46.7217,-67.8312,Eastern,Maine,,2,262.36,,,486.18525703520146,23.159413013199337,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
68,46.8159,-67.9343,Eastern,Maine,,2,273.02,,,491.4727715438567,35.057786399949705,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
69,46.8103,-67.8251,Eastern,Maine,,5,573.9300000000001,,,494.9653193469022,32.940610264927464,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
70,46.8103,-67.8251,Eastern,Maine,,1,0.0,,,494.9653193469022,32.940610264927464,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
71,47.1612,-68.6172,Eastern,Maine,,2,167.27,,,504.7257866259409,72.89330288865172,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
72,47.1612,-68.6172,Eastern,Maine,,2,316.18,,,504.7257866259409,72.89330288865172,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
73,47.1612,-68.6172,Eastern,Maine,,2,474.11,,,504.7257866259409,72.89330288865172,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
74,47.2351,-68.6359,Eastern,Maine,,1,0.0,,,511.92123421389624,81.1665718862767,72.99000000000001,2.295,0.031442663378545004,0.031442663378545004,,,,,,,,,,,,,,,
75,47.2351,-68.6359,Eastern,Maine,,3,290.4,,,511.92123421389624,81.1665718862767,72.99000000000001,2.295,0.031442663378545004,0.031442663378545004,,,,,,,,,,,,,,,
76,47.2223,-68.5069,Eastern,Maine,,3,444.01,,,514.0717306807568,77.55553983831267,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
77,46.2065,-67.8508,Eastern,Maine,,2,322.0,,,436.7056162510499,34.48898898872637,653.7070000000001,517.9889999999999,0.7923871092094774,0.7923871092094774,,,,,,,,,,,,,,,
78,46.1341,-67.8768,Eastern,Maine,,4,462.81,,,428.90255071905847,42.729356863579156,834.3099999999998,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,,,,,,,,
79,46.1341,-67.8768,Eastern,Maine,,1,0.0,,,428.90255071905847,42.729356863579156,834.3099999999998,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,,,,,,,,
80,46.1827,-67.8594,Eastern,Maine,,4,1181.68,,,434.13650194659897,37.19563023371472,653.7070000000001,517.9889999999999,0.7923871092094774,0.7923871092094774,,,,,,,,,,,,,,,
81,46.1827,-67.8594,Eastern,Maine,,4,674.23,,,434.13650194659897,37.19563023371472,653.7070000000001,517.9889999999999,0.7923871092094774,0.7923871092094774,,,,,,,,,,,,,,,
82,46.1827,-67.8594,Eastern,Maine,,1,0.0,,,434.13650194659897,37.19563023371472,653.7070000000001,517.9889999999999,0.7923871092094774,0.7923871092094774,,,,,,,,,,,,,,,
83,46.0481,-68.2161,Eastern,Maine,,3,996.0999999999999,,,406.7115834301897,49.80680028892436,850.0809999999996,714.3629999999998,0.8403469786996771,0.8403469786996771,,,,,,,,,,,,,,,
84,46.0481,-68.2161,Eastern,Maine,,1,0.0,,,406.7115834301897,49.80680028892436,850.0809999999996,714.3629999999998,0.8403469786996771,0.8403469786996771,,,,,,,,,,,,,,,
85,45.9189,-68.3359,Eastern,Maine,,3,239.76999999999998,,,389.62673710856865,40.64633613606158,824.0829999999997,714.3629999999998,0.8668580713350477,0.8668580713350477,,,,,,,,,,,,,,,
86,45.9189,-68.3359,Eastern,Maine,,1,0.0,,,389.62673710856865,40.64633613606158,824.0829999999997,714.3629999999998,0.8668580713350477,0.8668580713350477,,,,,,,,,,,,,,,
87,46.9742,-67.8909,Eastern,Maine,,3,395.74,,,508.5357630839002,51.582689962260126,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
88,47.0574,-67.7927,Eastern,Maine,,2,258.15,,,520.2052889848862,60.35851211607496,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
89,46.9462,-67.793,Eastern,Maine,,3,399.59000000000003,,,509.34198763528696,47.99390898281119,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
90,47.3572,-68.3545,Eastern,Maine,,3,236.04,,,532.2722626676024,91.44870002141772,72.99000000000001,2.295,0.031442663378545004,0.031442663378545004,,,,,,,,,,,,,,,
91,47.3572,-68.3545,Eastern,Maine,,1,0.0,,,532.2722626676024,91.44870002141772,72.99000000000001,2.295,0.031442663378545004,0.031442663378545004,,,,,,,,,,,,,,,
92,47.2688,-68.3246,Eastern,Maine,,3,665.63,,,524.0542398192464,81.60914812921311,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
93,47.2688,-68.3246,Eastern,Maine,,3,486.94000000000005,,,524.0542398192464,81.60914812921311,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
94,47.2688,-68.3246,Eastern,Maine,,1,0.0,,,524.0542398192464,81.60914812921311,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
95,47.3546,-68.233,Eastern,Maine,,2,238.41,,,535.5352147760125,91.46900809199518,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
96,46.7493,-68.25,Eastern,Maine,,3,703.6800000000001,,,473.8304545186046,24.689568768577253,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
97,46.7493,-68.25,Eastern,Maine,,2,295.20000000000005,,,473.8304545186046,24.689568768577253,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
98,46.7493,-68.25,Eastern,Maine,,1,100.0,,,473.8304545186046,24.689568768577253,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
99,46.7493,-68.25,Eastern,Maine,,3,471.04,,,473.8304545186046,24.689568768577253,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
100,46.7493,-68.25,Eastern,Maine,,1,0.0,,,473.8304545186046,24.689568768577253,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
101,46.6668,-68.1473,Eastern,Maine,,3,299.93,,,469.2002235545913,20.46417160791482,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
102,46.6668,-68.1473,Eastern,Maine,,1,0.0,,,469.2002235545913,20.46417160791482,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
103,46.7307,-68.3261,Eastern,Maine,,2,307.84000000000003,,,469.4338533377453,21.780533719986508,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
104,46.5688,-67.8406,Eastern,Maine,,3,527.0500000000001,,,471.1763913562035,6.81505779728347,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
105,45.5947,-68.2843,Eastern,Maine,,2,350.91999999999996,,,361.58535520649576,22.781775579593816,1209.6149999999996,622.685,0.5147794959553248,0.5147794959553248,,,,,,,,,,,,,,,
106,46.33,-67.951,Eastern,Maine,,1,0.0,,,444.10254410991683,23.602631729616235,653.7070000000001,517.9889999999999,0.7923871092094774,0.7923871092094774,,,,,,,,,,,,,,,
107,46.33,-67.951,Eastern,Maine,,3,266.64,,,444.10254410991683,23.602631729616235,653.7070000000001,517.9889999999999,0.7923871092094774,0.7923871092094774,,,,,,,,,,,,,,,
108,46.1391,-68.0504,Eastern,Maine,,2,291.03,,,422.0523101595375,45.99999054339001,834.3099999999998,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,,,,,,,,
109,45.825,-67.9098,Eastern,Maine,,1,0.0,,,399.34091433494063,22.053006405020433,803.7219999999996,732.8309999999997,0.9117966162429297,0.9117966162429297,,,,,,,,,,,,,,,
110,45.825,-67.9098,Eastern,Maine,,3,316.65999999999997,,,399.34091433494063,22.053006405020433,803.7219999999996,732.8309999999997,0.9117966162429297,0.9117966162429297,,,,,,,,,,,,,,,
111,46.1276,-68.6097,Eastern,Maine,,2,286.94,,,399.663906709808,49.98902875572658,849.0829999999997,713.365,0.8401593248245462,0.8401593248245462,,,,,,,,,,,,,,,
112,46.8598,-68.8672,Eastern,Maine,,2,270.59000000000003,,,466.70725569721475,54.388023694920854,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
113,46.6373,-67.9218,Eastern,Maine,,3,484.16999999999996,,,474.6030015181581,16.560440436457245,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
114,46.6383,-67.9563,Eastern,Maine,,2,304.65999999999997,,,473.3951608606434,18.268775547009213,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
115,46.7015,-67.9516,Eastern,Maine,,3,320.99,,,479.69671739207496,23.828355807946913,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
116,46.7015,-67.9516,Eastern,Maine,,1,0.0,,,479.69671739207496,23.828355807946913,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
117,47.1583,-68.3403,Eastern,Maine,,2,322.09000000000003,,,512.2828195592587,69.32052088999707,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
118,47.2082,-68.2279,Eastern,Maine,,2,302.39,,,520.7666905402226,75.30152091118508,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
119,47.1408,-69.1818,Eastern,Maine,,3,251.56,,,489.12765082795573,93.25543555279202,67.122,2.295,0.03419147224456959,0.03419147224456959,,,,,,,,,,,,,,,
120,47.1408,-69.1818,Eastern,Maine,,1,0.0,,,489.12765082795573,93.25543555279202,67.122,2.295,0.03419147224456959,0.03419147224456959,,,,,,,,,,,,,,,
121,45.811,-68.3401,Eastern,Maine,,3,369.61,,,379.25149347221185,30.31180490828963,779.3859999999999,714.3629999999998,0.9165715062882833,0.9165715062882833,,,,,,,,,,,,,,,
122,45.811,-68.3401,Eastern,Maine,,1,0.0,,,379.25149347221185,30.31180490828963,779.3859999999999,714.3629999999998,0.9165715062882833,0.9165715062882833,,,,,,,,,,,,,,,
123,46.2093,-68.2087,Eastern,Maine,,1,0.0,,,422.3949713378773,37.46153859035566,834.3099999999998,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,,,,,,,,
124,46.2093,-68.2087,Eastern,Maine,,3,247.58,,,422.3949713378773,37.46153859035566,834.3099999999998,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,,,,,,,,
125,47.1891,-67.9831,Eastern,Maine,,2,272.81,,,526.654983085991,76.2963449852762,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
126,47.1769,-68.0578,Eastern,Maine,,3,302.37,,,522.9790238660153,74.41442152729856,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
127,47.1769,-68.0578,Eastern,Maine,,1,0.0,,,522.9790238660153,74.41442152729856,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
128,47.0944,-68.0736,Eastern,Maine,,2,323.97,,,514.1920609779816,65.29532602176151,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
129,46.8216,-68.1984,Eastern,Maine,,3,434.47,,,482.7784145165702,33.5183976497308,199.41199999999998,128.717,0.6454827191944318,0.6454827191944318,,,,,,,,,,,,,,,
130,44.0782,-70.6971,Eastern,Maine,,2,347.47,,,131.74612475850208,24.50936327519148,2973.371,880.8770000000003,0.2962553277071715,0.2962553277071715,,,,,,,,,,,,,,,
131,44.0348,-70.7537,Eastern,Maine,,2,243.97,,,126.66162276833906,18.72617688399418,2941.4169999999986,848.9230000000006,0.28861021745641674,0.28861021745641674,,,,,,,,,,,,,,,
132,44.0348,-70.7537,Eastern,Maine,,3,587.3299999999999,,,126.66162276833906,18.72617688399418,2941.4169999999986,848.9230000000006,0.28861021745641674,0.28861021745641674,,,,,,,,,,,,,,,
133,44.0348,-70.7537,Eastern,Maine,,2,551.18,,,126.66162276833906,18.72617688399418,2941.4169999999986,848.9230000000006,0.28861021745641674,0.28861021745641674,,,,,,,,,,,,,,,
134,44.0625,-70.6637,Eastern,Maine,,2,334.31,,,130.23749920376335,23.881267260491757,2839.5710000000004,747.0770000000002,0.26309502386099876,0.26309502386099876,,,,,,,,,,,,,,,
135,43.9609,-69.9372,Eastern,Maine,,3,417.56,,,138.11696143455865,4.759456303195492,2498.985000000001,573.8899999999996,0.2296492375904615,0.2296492375904615,,,,,,,,,,,,,,,
136,43.9093,-70.0083,Eastern,Maine,,2,317.96,,,130.2693218826266,3.949963808645566,2566.8760000000016,580.8219999999998,0.22627583101014595,0.22627583101014595,,,,,,,,,,,,,,,
137,43.928,-69.9694,Eastern,Maine,,2,318.83000000000004,,,133.65189778448186,0.8681792044373614,2503.885000000001,574.8899999999996,0.2295992028387883,0.2295992028387883,,,,,,,,,,,,,,,
138,43.8874,-69.9594,Eastern,Maine,,2,279.11,,,130.2406222271521,3.865452529166932,2466.0410000000015,539.8920000000005,0.21893066660286678,0.21893066660286678,,,,,,,,,,,,,,,
139,43.5616,-70.2744,Eastern,Maine,,2,295.97,,,86.11068854783221,15.036591095837398,4026.3220000000006,267.316,0.06639210674158696,0.37096610752940273,,,,,,,,,,,,,,,
